admin1_name,admin2_name,admin3_name,fac_id,fac_name,date_opened,date_closed,coordinates,long,lat,contactperson,address,org_owner,org_rural_urban,type,admin1_abb
Eastern Cape,A Nzo,Umzimvubu,qw1ZgcqwOEo,Umzimvubu Local Municipality - LG EHS,1994-01-01,NA,NA,NA,NA,NA,NA,Gov Municipality,Rural,EHS LG Service,EC
Eastern Cape,A Nzo,Umzimvubu,QKJgMuZAOeE,Umzimvubu Primary Condom Distribution Site,2017-04-01,NA,NA,NA,NA,NA,NA,Gov Province,Urban,Stock Distribution Point,EC
Eastern Cape,A Nzo,Umzimvubu,rWS2vFHOaPK,Umzimvubu sub-District Office,2016-01-01,NA,NA,NA,NA,NA,NA,Gov Municipality,Urban,Health sub-District Office,EC
Eastern Cape,Amathole,Amahlathi,wZj4YwKULaM,Amabele Clinic,1994-01-01,NA,"[27.52389,-32.66337]",27.52389,-32.6633,NA,Amabele Station Road,Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Amahlathi,Qe021TplWE0,Amahlathi Health sub-District - Prov EHS,1994-01-01,2015-06-30,NA,NA,NA,NA,NA,Gov Province,Rural,EHS Prov Service,EC
Eastern Cape,Amathole,Amahlathi,kCVrfiPDm6J,Amahlathi Local Municipality - LG EHS,1994-01-01,NA,NA,NA,NA,NA,NA,Gov Municipality,Rural,EHS LG Service,EC
Eastern Cape,Amathole,Amahlathi,ibAFEdccNbX,Amahlathi Primary Condom Distribution Site,2017-04-01,NA,NA,NA,NA,NA,NA,Gov Province,Urban,Stock Distribution Point,EC
Eastern Cape,Amathole,Amahlathi,BKIQVfqXKtd,Amahlathi sub-District Office,2016-01-01,NA,NA,NA,NA,NA,NA,Gov Municipality,Urban,Health sub-District Office,EC
Eastern Cape,Amathole,Amahlathi,n62Zuzfjbki,Bhisho Ethembeni Mobile 1,2007-02-01,NA,"[27.43183,-32.7628]",27.43183,-32.7628,NA,NA,Gov Province,Rural,Mobile Service,EC
Eastern Cape,Amathole,Amahlathi,FG02nSYRK4M,Bolo Mobile 1,1994-01-01,NA,"[27.63666,-32.3805]",27.63666,-32.3805,NA,NA,Gov Province,Rural,Mobile Service,EC
Eastern Cape,Amathole,Amahlathi,EglSbogFt0x,Burnshill Clinic,1994-01-01,NA,"[27.0551,-32.76906]",27.0551,-32.769,NA,NA,Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Amahlathi,pGyyua6EiLt,Cata Clinic,1994-01-01,NA,"[27.12479,-32.59484]",27.12479,-32.5948,NA,Upper Cxulu,Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Amahlathi,UAfreNwFxVV,Cathcart Clinic,1994-01-01,NA,"[27.14451,-32.29835]",27.14451,-32.2983,NA,Main Street,Gov Province,Urban,Clinic,EC
Eastern Cape,Amathole,Amahlathi,CvGy5iXzKRE,Cathcart EMS Station,1994-01-01,NA,"[27.143,-32.298]",27.143,-32.298,NA,NA,Gov Province,Urban,EMS Station,EC
Eastern Cape,Amathole,Amahlathi,zJVsfVdo4zL,Cathcart Hospital,1994-01-01,NA,"[27.13691,-32.29026]",27.13691,-32.2902,NA,10 Fletcher Street,Gov Province,Urban,District Hospital,EC
Eastern Cape,Amathole,Amahlathi,nasn5euwUge,Cathcart Mobile 1,1994-01-01,NA,"[27.1444,-32.29835]",27.1444,-32.2983,NA,NA,Gov Province,Rural,Mobile Service,EC
Eastern Cape,Amathole,Amahlathi,nWBT9nreeB0,Cathcart Mobile 2,1994-01-01,NA,"[27.14458,-32.29835]",27.14458,-32.2983,NA,NA,Gov Province,Rural,Mobile Service,EC
Eastern Cape,Amathole,Amahlathi,dQQ90sisUlG,Colletts Pharmacy,2018-07-01,NA,"[27.42759,-32.57025]",27.42759,-32.5702,NA,"32 Hill Street, Stutterheim",Private,Urban,Pharmacy,EC
Eastern Cape,Amathole,Amahlathi,KgrR63et5Ik,Cumakala 1 Clinic,1994-01-01,NA,"[27.44754,-32.55717]",27.44754,-32.5571,NA,Mlungisa,Gov Province,Urban,Clinic,EC
Eastern Cape,Amathole,Amahlathi,IjgNmFLy9JV,Cumakala 2 Clinic,1994-01-01,NA,"[27.44868,-32.56293]",27.44868,-32.5629,NA,1192 Mlungisi Street,Gov Province,Urban,Clinic,EC
Eastern Cape,Amathole,Amahlathi,JU4cCX8CWcB,Daliwe Clinic,1994-01-01,NA,"[27.15127,-32.30199]",27.15127,-32.3019,NA,Mbindimi,Gov Province,Urban,Clinic,EC
Eastern Cape,Amathole,Amahlathi,h8PcJKHhSIm,Dohne Mobile 1,1994-01-01,NA,"[27.4639,-32.52515]",27.4639,-32.5251,NA,NA,Gov Province,Rural,Mobile Service,EC
Eastern Cape,Amathole,Amahlathi,vLODXlNQzwZ,Donnington Clinic,1994-01-01,NA,"[27.42576,-32.72367]",27.42576,-32.7236,NA,NA,Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Amahlathi,xYDYRcGeD5r,Ethembeni Clinic,1994-01-01,NA,"[27.43183,-32.7628]",27.43183,-32.7628,NA,NA,Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Amahlathi,qLQ7tbyx8nM,Frankfort Clinic,1994-01-01,NA,"[27.45267,-32.72026]",27.45267,-32.7202,NA,NA,Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Amahlathi,hbVjq08FotO,Gxulu Clinic,1994-01-01,NA,"[27.10986,-32.64527]",27.10986,-32.6452,NA,Upper Gxulu,Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Amahlathi,yRUNPxxRS2N,Kati-Kati Clinic,1994-01-01,NA,"[27.15709,-32.28822]",27.15709,-32.2882,NA,"940 Avonve C, Katikati, Cathcart",Gov Province,Peri-Urban,Clinic,EC
Eastern Cape,Amathole,Amahlathi,zUT7O37mx4V,Keiskammahoek EMS Station,1994-01-01,NA,"[27.13396,-32.68352]",27.13396,-32.6835,NA,NA,Gov Province,Peri-Urban,EMS Station,EC
Eastern Cape,Amathole,Amahlathi,IsHAa35rLLl,Keiskammahoek Mobile 1,1994-01-01,NA,"[27.1435,-32.67458]",27.1435,-32.6745,NA,NA,Gov Province,Rural,Mobile Service,EC
Eastern Cape,Amathole,Amahlathi,lUUuJN1lYkv,King William's Town Rural Mobile 1,1994-01-01,NA,"[27.39542,-32.87948]",27.39542,-32.8794,NA,NA,Gov Province,Rural,Mobile Service,EC
Eastern Cape,Amathole,Amahlathi,W1SrcaZDXG8,Kubusi Clinic,1994-01-01,NA,"[27.41285,-32.59433]",27.41285,-32.5943,NA,Kubusi Village,Gov Province,Urban,Clinic,EC
Eastern Cape,Amathole,Amahlathi,WRlGSFKkdGq,Lenye Clinic,1994-01-01,NA,"[27.08574,-32.74942]",27.08574,-32.7494,NA,Lenye,Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Amahlathi,diRFp5RPVdJ,Lower Zingcuka Clinic,1994-01-01,NA,"[27.09884,-32.71919]",27.09884,-32.7191,NA,Private Bag,Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Amahlathi,OkPumCQjm7g,Masincedane Clinic,1994-01-01,NA,"[27.11363,-32.68593]",27.11363,-32.6859,NA,NA,Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Amahlathi,Jd0PJd3KwJT,Mgwali Clinic,1994-01-01,NA,"[27.60563,-32.4611]",27.60563,-32.4611,NA,3 Village,Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Amahlathi,PfRvhkfCP83,NHLS SS Gida Laboratory,2010-01-01,NA,"[27.1481,-32.6812]",27.1481,-32.6812,NA,"SS Gida Hospital, Cata Road, Keiskammahoek, 5670",Gov NHLS,Peri-Urban,Laboratory,EC
Eastern Cape,Amathole,Amahlathi,C0A4s7gRPfv,Ntaba ka Ndoda Clinic,1994-01-01,NA,"[27.10702,-32.81836]",27.10702,-32.8183,NA,Ngcamngeni,Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Amahlathi,a8Jf7dY4RSu,Philani Clinic (King William's Town),1994-01-01,NA,"[27.55359,-32.70022]",27.55359,-32.7002,NA,Kei Road,Gov Province,Urban,Clinic,EC
Eastern Cape,Amathole,Amahlathi,wInbHGKg2uc,Rabula Clinic,1994-01-01,NA,"[27.16602,-32.74865]",27.16602,-32.7486,NA,New Rest Loction,Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Amahlathi,EmmA9LtFPaX,SS Gida Gateway Clinic,1994-01-01,NA,"[27.14364,-32.6745]",27.14364,-32.6745,NA,NA,Gov Province,Peri-Urban,Clinic,EC
Eastern Cape,Amathole,Amahlathi,EBWy17YPOcX,SS Gida Hospital,1994-01-01,NA,"[27.1435,-32.67458]",27.1435,-32.6745,NA,Cata Road,Gov Province,Peri-Urban,District Hospital,EC
Eastern Cape,Amathole,Amahlathi,I6GqEWxjE47,St Matthew's Clinic,1994-01-01,NA,"[27.18104,-32.64772]",27.18104,-32.6477,NA,St Matthews Village,Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Amahlathi,QSgK4DNmIfB,Stutterheim Clinic,1994-01-01,NA,"[27.42647,-32.56943]",27.42647,-32.5694,NA,21 Long Street,Gov Province,Urban,Clinic,EC
Eastern Cape,Amathole,Amahlathi,koRNlldMj7L,Stutterheim Correctional Centre,2010-04-01,NA,"[27.59074,-32.44822]",27.59074,-32.4482,NA,NA,Gov DCS,Urban,Correctional Centre,EC
Eastern Cape,Amathole,Amahlathi,mkTrqSgnT0Y,Stutterheim EMS Station,1999-09-01,NA,"[27.42,-32.56]",27.42,-32.56,NA,NA,Gov Province,Urban,EMS Station,EC
Eastern Cape,Amathole,Amahlathi,nbTlHQSZAx8,Stutterheim Hospital,1999-09-01,NA,"[27.419427,-32.571385]",27.419427,-32.5713,NA,Hospital Street,Gov Province,Urban,District Hospital,EC
Eastern Cape,Amathole,Amahlathi,q6M10KNpOz5,Tsomo Mobile 1 (Amahlathi),2004-07-01,2018-02-28,"[27.11363,-32.68593]",27.11363,-32.6859,NA,NA,Gov Province,Rural,Mobile Service,EC
Eastern Cape,Amathole,Amahlathi,JPhe2CAw4YQ,Wartburg Clinic,1994-01-01,NA,"[27.42067,-32.44478]",27.42067,-32.4447,NA,Ndumangeni Village,Gov Province,Peri-Urban,Clinic,EC
Eastern Cape,Amathole,Amahlathi,utUop1TKf5Q,Zalara Clinic,2004-11-01,NA,"[27.10132,-32.59537]",27.10132,-32.5953,NA,Zalara Village,Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Great Kei,iV6jBhjhTVu,Cwili Clinic,1994-01-01,NA,"[28.36332,-32.67707]",28.36332,-32.677,NA,955 Zamaklyumle Street,Gov Province,Urban,Clinic,EC
Eastern Cape,Amathole,Great Kei,Ve990XbfLII,Great Kei Local Municipality - LG EHS,2000-01-01,NA,NA,NA,NA,NA,NA,Gov Municipality,Rural,EHS LG Service,EC
Eastern Cape,Amathole,Great Kei,EDUwBmAWMp1,Kei Mouth Mobile 1,1994-01-01,2012-04-30,"[28.36336,-32.67697]",28.36336,-32.6769,NA,NA,Gov Province,Urban,Mobile Service,EC
Eastern Cape,Amathole,Great Kei,XdtbHaeum5U,Komga Clinic,1999-01-01,NA,"[27.88549,-32.58179]",27.88549,-32.5817,NA,NA,Gov Province,Urban,Clinic,EC
Eastern Cape,Amathole,Great Kei,IJQV4q1uizC,Komga EMS Station,1994-04-01,NA,"[27.89576,-32.57606]",27.89576,-32.576,NA,NA,Gov Province,Urban,EMS Station,EC
Eastern Cape,Amathole,Great Kei,Xnx9E0VgijV,Komga Hospital,1994-01-01,NA,"[27.89576,-32.57606]",27.89576,-32.576,NA,8 Victoria Road,Gov Province,Urban,District Hospital,EC
Eastern Cape,Amathole,Great Kei,If2nYcCfLsz,Komga Rural Clinic,1994-01-01,2011-01-31,"[27.8925,-32.66301]",27.8925,-32.663,NA,Victoria Road,Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Great Kei,weWFu6Ax4DI,Komga Town Clinic,1994-01-01,2000-12-31,"[27.884852,-32.587099]",27.884852,-32.587,NA,NA,Gov Province,Urban,Clinic,EC
Eastern Cape,Amathole,Great Kei,FZOSoh6lZGj,Mooiplaas Clinic,1994-01-01,NA,"[28.05406,-32.73769]",28.05406,-32.7376,NA,Next to Mooiplaas Police Station,Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Great Kei,wWgxmvEsiXg,Soto Clinic,1994-01-01,NA,"[28.13394,-32.69858]",28.13394,-32.6985,NA,Soto Village,Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Mbhashe,TNIQ8wMmaXE,Badi Clinic,1994-01-01,NA,"[28.66265,-32.28706]",28.66265,-32.287,NA,Lowwer Gwadu,Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Mbhashe,rVLZO78s4js,Bolotwa Clinic (Idutywa),1994-01-01,NA,"[28.29209,-31.91702]",28.29209,-31.917,NA,Bolotwa Village,Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Mbhashe,sJPuyxjz8vX,Bomvana Clinic,1994-01-01,NA,"[28.80161,-32.11327]",28.80161,-32.1132,NA,Ntlonyana,Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Mbhashe,GBm8noUNgCB,Fort Malan Clinic,1994-01-01,NA,"[28.52353,-32.15131]",28.52353,-32.1513,NA,NA,Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Mbhashe,NWwMIDiWebQ,Gwadana Clinic,1994-01-01,NA,"[28.28887,-32.14299]",28.28887,-32.1429,NA,Gwadana,Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Mbhashe,LDspCDNmrGr,Gwadu Clinic,1994-01-01,NA,"[28.66774,-32.22032]",28.66774,-32.2203,NA,Lowwer Gwadu,Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Mbhashe,ArEgSN1zNlS,Hobeni Clinic,2008-11-01,NA,"[28.87571,-32.17509]",28.87571,-32.175,NA,Hobeni Clinic,Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Mbhashe,HddWbGv0RRu,Idutywa Correctional Centre,1994-01-01,NA,"[28.26833,-32.08459]",28.26833,-32.0845,NA,NA,Gov DCS,Rural,Correctional Centre,EC
Eastern Cape,Amathole,Mbhashe,aSdgwuz1Thw,Idutywa Mobile 1,2003-11-01,NA,"[28.29909,-32.09702]",28.29909,-32.097,NA,NA,Gov Province,Rural,Mobile Service,EC
Eastern Cape,Amathole,Mbhashe,JyctA17wmg4,Idutywa Mobile 2,2005-01-01,NA,"[28.29909,-32.09702]",28.29909,-32.097,NA,NA,Gov Province,Rural,Mobile Service,EC
Eastern Cape,Amathole,Mbhashe,ZPQSffA75et,Idutywa Nqabara Clinic,1999-10-01,NA,"[28.45375,-32.10094]",28.45375,-32.1009,NA,NA,Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Mbhashe,GYVj6ovywNN,Idutywa Village CHC,1994-01-01,NA,"[28.29909,-32.09702]",28.29909,-32.097,NA,R408 Way To Willovale,Gov Province,Peri-Urban,Community Health Centre,EC
Eastern Cape,Amathole,Mbhashe,azixWH9wedU,Jingqi Clinic,1994-01-01,NA,"[28.65779,-32.33313]",28.65779,-32.3331,NA,NA,Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Mbhashe,PPwZGxn5ilG,Keti Clinic,1994-01-01,NA,"[28.1156,-32.04215]",28.1156,-32.0421,NA,NA,Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Mbhashe,AfHhl2q7TeW,Kotyana Clinic,2008-11-01,NA,"[28.99938,-32.04379]",28.99938,-32.0437,NA,Kotyana,Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Mbhashe,P9bYnS4BTcx,Kwa-Mkholoza Clinic,1994-01-01,NA,"[28.59504,-32.32064]",28.59504,-32.3206,NA,"Bojeni A/A, Willowvale",Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Mbhashe,AfhKVmBkJwo,Lota Clinic,1994-01-01,NA,"[28.33632,-31.86325]",28.33632,-31.8632,NA,Lota Village,Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Mbhashe,lL9yLczQxBy,Madwaleni Hospital,1994-01-01,NA,"[28.87875,-32.09584]",28.87875,-32.0958,NA,Gosi Admin Area,Gov Province,Rural,District Hospital,EC
Eastern Cape,Amathole,Mbhashe,jl9I8h2gmM0,Mahasana Clinic,2005-01-01,NA,"[28.73444,-32.33833]",28.73444,-32.3383,NA,NA,Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Mbhashe,Py7CazmL1Dh,Mbhashe Health sub-District - Prov EHS,1994-01-01,2015-07-31,NA,NA,NA,NA,NA,Gov Province,Rural,EHS Prov Service,EC
Eastern Cape,Amathole,Mbhashe,v9yBx1eW7Jl,Mbhashe Local Municipality - LG EHS,1994-01-01,NA,NA,NA,NA,NA,NA,Gov Municipality,Rural,EHS LG Service,EC
Eastern Cape,Amathole,Mbhashe,iiJm18AFvnO,Mbhashe Primary Condom Distribution Site,2017-04-01,NA,NA,NA,NA,NA,NA,Gov Province,Urban,Stock Distribution Point,EC
Eastern Cape,Amathole,Mbhashe,M1xCa5FbRky,Mbhashe sub-District Office,2016-01-01,NA,NA,NA,NA,NA,NA,Gov Municipality,Urban,Health sub-District Office,EC
Eastern Cape,Amathole,Mbhashe,CYMN6S4cVTG,Melitafa Clinic,1999-03-01,NA,"[28.68074,-32.07145]",28.68074,-32.0714,NA,NA,Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Mbhashe,wFb2enCYJWR,Mpame Clinic,2008-11-01,NA,"[29.041834,-32.097954]",29.041834,-32.0979,NA,NA,Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Mbhashe,Ycg0cuEfzbS,Mpozolo Clinic,1994-01-01,NA,"[28.77911,-32.18168]",28.77911,-32.1816,NA,NA,Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Mbhashe,DWCLy0eaqDJ,Mqhele Clinic,1994-01-01,NA,"[28.89198,-31.99421]",28.89198,-31.9942,NA,Mqhele,Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Mbhashe,geS5JY2OJNG,Msendo Clinic,1994-01-01,NA,"[28.7894,-32.27098]",28.7894,-32.2709,NA,Msendo Clinic,Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Mbhashe,J8c8aM4UYVf,NHLS Madwaleni Laboratory,2010-01-01,NA,"[28.8788,-32.0958]",28.8788,-32.0958,NA,"Madwaleni Hospital, Elliotdale, 5070",Gov NHLS,Rural,Laboratory,EC
Eastern Cape,Amathole,Mbhashe,PBWi1Fzlsva,NHLS Willowvale Laboratory,2010-01-01,NA,"[28.512,-32.265]",28.512,-32.265,NA,"Willowvale CHC, Willowvale, 5040",Gov NHLS,Peri-Urban,Laboratory,EC
Eastern Cape,Amathole,Mbhashe,yMRpslFAK9H,Nkanya Clinic,1994-01-01,NA,"[28.95035,-32.15206]",28.95035,-32.152,NA,Nkanya,Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Mbhashe,HYiSJ6DVTy1,Nqabara Clinic,1994-01-01,NA,"[28.72081,-32.24665]",28.72081,-32.2466,NA,NA,Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Mbhashe,RHBRA2OuRSa,Nqabeni Clinic,1994-01-01,NA,"[28.58493,-32.11888]",28.58493,-32.1188,NA,NA,Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Mbhashe,bmhq9k5koDn,Nqadu Clinic (Mbhashe),1994-01-01,NA,"[28.42111,-32.2357]",28.42111,-32.2357,NA,Lowwer Nqandu Village,Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Mbhashe,PnLSvjQPBWS,Nyhwara Clinic,1994-01-01,NA,"[28.37329,-31.9441]",28.37329,-31.9441,NA,Nyawra Administration Area,Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Mbhashe,HVxJmyvnI5w,Qwaninga Clinic,2008-11-01,NA,"[28.62071,-32.39834]",28.62071,-32.3983,NA,Qwaninga,Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Mbhashe,fI3oZwbNQfn,Soga Clinic,1994-01-01,NA,"[28.73821,-32.02927]",28.73821,-32.0292,NA,Muller Mission,Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Mbhashe,j1QNC6m3OkR,Sundwana Clinic,1994-01-01,NA,"[28.5514,-32.09561]",28.5514,-32.0956,NA,NA,Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Mbhashe,KgtGGtTlMz1,Taleni Clinic,1994-01-01,NA,"[28.38973,-32.16106]",28.38973,-32.161,NA,Taleni,Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Mbhashe,nVdM8DEyJeN,Vukukhanye Gateway Clinic,1994-01-01,NA,"[28.87835,-32.09566]",28.87835,-32.0956,NA,NA,Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Mbhashe,tbViZajOjdT,Willowvale CHC,1994-01-01,NA,"[28.49823,-32.26543]",28.49823,-32.2654,NA,363 Kob Inn Road,Gov Province,Peri-Urban,Community Health Centre,EC
Eastern Cape,Amathole,Mbhashe,cEeSne6PIJh,Willowvale Correctional Centre,2013-04-01,NA,"[28.519579,-32.270019]",28.519579,-32.27,NA,NA,Gov DCS,Peri-Urban,Correctional Centre,EC
Eastern Cape,Amathole,Mbhashe,QnWj1eHR93I,Willowvale EMS Station,1994-01-01,NA,"[28.498,-32.265]",28.498,-32.265,NA,NA,Gov Province,Peri-Urban,EMS Station,EC
Eastern Cape,Amathole,Mbhashe,TXR1EEmB1v3,Willowvale Mobile 1,1994-01-01,NA,"[28.49823,-32.26543]",28.49823,-32.2654,NA,NA,Gov Province,Rural,Mobile Service,EC
Eastern Cape,Amathole,Mbhashe,z4wuMaAStQo,Willowvale Mobile 2,2004-11-01,NA,"[28.49823,-32.26543]",28.49823,-32.2654,NA,NA,Gov Province,Rural,Mobile Service,EC
Eastern Cape,Amathole,Mbhashe,Y8Nt9gHKUvd,Xhora CHC,1994-01-01,NA,"[28.68389,-31.96782]",28.68389,-31.9678,NA,Elliotdale Main Street,Gov Province,Peri-Urban,Community Health Centre,EC
Eastern Cape,Amathole,Mbhashe,Guvq0ZN8dLc,Xhora Mobile 1,1994-01-01,NA,"[28.68389,-31.96782]",28.68389,-31.9678,NA,NA,Gov Province,Rural,Mobile Service,EC
Eastern Cape,Amathole,Mbhashe,uj5W3Gpjarx,Xhora Mobile 2,2007-01-01,NA,"[28.68389,-31.96782]",28.68389,-31.9678,NA,NA,Gov Province,Rural,Mobile Service,EC
Eastern Cape,Amathole,Mnquma,g7JZnfA1Bz5,Butterworth Correctional Centre,1994-01-01,NA,"[28.02771,-32.37911]",28.02771,-32.3791,NA,NA,Gov DCS,Urban,Correctional Centre,EC
Eastern Cape,Amathole,Mnquma,nkDXnNhRWfJ,Butterworth EMS Station,1994-01-01,NA,"[28.138,-32.332]",28.138,-32.332,NA,NA,Gov Province,Urban,EMS Station,EC
Eastern Cape,Amathole,Mnquma,lyltwHwERT0,Butterworth Gateway Clinic,1994-01-01,NA,"[28.13877,-32.33232]",28.13877,-32.3323,NA,"Fennel Street, Butterworth, 4960",Gov Province,Urban,Clinic,EC
Eastern Cape,Amathole,Mnquma,JSqApGsIc9v,Butterworth Hospital,1994-01-01,NA,"[28.13877,-32.33232]",28.13877,-32.3323,NA,Scanlen Street,Gov Province,Urban,District Hospital,EC
Eastern Cape,Amathole,Mnquma,zy814I1Hnju,Butterworth Mobile 1,1994-01-01,NA,"[28.13877,-32.33232]",28.13877,-32.3323,NA,NA,Gov Province,Rural,Mobile Service,EC
Eastern Cape,Amathole,Mnquma,aM13GZZ8W73,Butterworth Pharmacy,2019-01-01,NA,NA,NA,NA,YE Tshongwana (P12810),"9B Umtata Street, Butterworth, 4960",Private,Urban,Pharmacy,EC
Eastern Cape,Amathole,Mnquma,jHhN3i9MzJU,Dr CL Bikitsha Clinic,1994-01-01,NA,"[28.10553,-32.27825]",28.10553,-32.2782,NA,NA,Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Mnquma,iDaivmcUTRl,Gcaleka Clinic,1994-01-01,NA,"[28.31987,-32.33795]",28.31987,-32.3379,NA,NA,Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Mnquma,vWP7ehsUtIU,Gqunqe Clinic,2001-07-01,NA,"[28.56265,-32.468872]",28.56265,-32.4688,NA,"Gqunqe, Centane",Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Mnquma,wkAKa47WxHr,Grainvalley Clinic,1994-01-01,NA,"[28.04856,-32.23765]",28.04856,-32.2376,NA,Mantunzeleni,Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Mnquma,Umzx8QHvuNf,Hebe-Hebe Clinic,1994-01-01,NA,"[27.83032,-32.23609]",27.83032,-32.236,NA,NA,Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Mnquma,HZU8TwpahkD,Highview Clinic,1994-01-01,NA,"[27.94669,-32.43512]",27.94669,-32.4351,NA,NA,Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Mnquma,tDePPyVLWpI,Ibika Clinic,1994-01-01,NA,"[28.22048,-32.28354]",28.22048,-32.2835,NA,NA,Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Mnquma,Wf53nHXyc5N,Kotana Clinic,1994-01-01,NA,"[28.14648,-32.14878]",28.14648,-32.1487,NA,NA,Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Mnquma,rjfxZQHcc12,Macibe Clinic,1994-01-01,NA,"[28.28549,-32.47808]",28.28549,-32.478,NA,Gilbert Street,Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Mnquma,AGqjkIemLTO,Mgcwe Clinic,2013-02-01,NA,"[28.202157,-32.139688]",28.202157,-32.1396,NA,NA,Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Mnquma,rurMl5zIKRs,Mnquma Local Municipality - LG EHS,1994-01-01,NA,NA,NA,NA,NA,NA,Gov Municipality,Rural,EHS LG Service,EC
Eastern Cape,Amathole,Mnquma,ddHJqH3vXsS,Mnquma Local Municipality - Prov EHS,1994-01-01,NA,NA,NA,NA,NA,NA,Gov Province,Rural,EHS Prov Service,EC
Eastern Cape,Amathole,Mnquma,wj4VguWS8sp,Mnquma Primary Condom Distribution Site,2017-04-01,NA,NA,NA,NA,NA,NA,Gov Province,Urban,Stock Distribution Point,EC
Eastern Cape,Amathole,Mnquma,rDEowtEFnBG,Mnquma sub-District Office,2016-01-01,NA,NA,NA,NA,NA,NA,Gov Municipality,Urban,Health sub-District Office,EC
Eastern Cape,Amathole,Mnquma,Q1SBaCsKUHr,Mnyibashe Clinic,1994-01-01,NA,"[27.80417,-32.12938]",27.80417,-32.1293,NA,Vrystad Location,Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Mnquma,WSo9WbZhpH7,Mpukane Clinic,2011-02-01,NA,"[27.87466,-32.33107]",27.87466,-32.331,NA,NA,Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Mnquma,XGjaJfRdqdk,Mqambeli Clinic,2004-01-01,NA,"[28.10819,-32.42036]",28.10819,-32.4203,NA,NA,Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Mnquma,zL8OzJcVKYk,Ncizele Clinic,1994-01-01,NA,"[28.43316,-32.59306]",28.43316,-32.593,NA,"Ncizele Clinic, Centane",Gov Province,Rural,Clinic,EC
Eastern Cape,Amathole,Mnquma,NLt32r3Z5lF,Ndabakazi Clinic,1994-01-01,NA,"[28.03817,-32.34783]",28.03817,-32.3478,NA,NA,Gov Province,Rural,Clinic,EC
